idx,Name,Points,Discipline,Gender,Sex
1021,LUKAS KNAPP,79.75,Speed,Male,1
1022,ZHIXING CHEN,77,Speed,Male,1
1023,HAMIDREZA TOOZANDEHJANI,75,Speed,Male,1
1024,STANISLAO ZAMA,74,Speed,Male,1
1025,MORTEZA MOHAMMADI,71.57,Speed,Male,1
1026,MEHDI ALIPOUR SHENAZANDIFARD,68,Speed,Male,1
1027,MICKAEL MAWEM,67.67,Speed,Male,1
1028,ZHIXUAN CHEN,66.82,Speed,Male,1
1029,ARTEM KHABIBULLIN,66,Speed,Male,1
1030,NIKOLAI IARILOVETS,63.65,Speed,Male,1
1031,YAROSLAV TKACH,60,Speed,Male,1
1032,MERRITT ERNSBERGER,59,Speed,Male,1
1033,JAN HOJER,57.65,Speed,Male,1
1034,SUNGJOON CHAE,54,Speed,Male,1
1035,CRISTIAN DORIGATTI,53.9,Speed,Male,1
1036,ZIDA MA,53,Speed,Male,1
1037,PANDU ASMORO GALAR,49,Speed,Male,1
1038,JUNGJU KIM,47.7,Speed,Male,1
1039,JUN YASUKAWA,47,Speed,Male,1
1040,MAX HAMMER,44,Speed,Male,1
1041,YONGSU LEE,40,Speed,Male,1
1042,ZHAXI BIANBA,39,Speed,Male,1
1043,TOMASZ SORDYL,39,Speed,Male,1
1044,NOAH BRATSCHI,38.95,Speed,Male,1
1045,FENGQI WANG,36.7,Speed,Male,1
1046,XU HAORAN,35,Speed,Male,1
1047,RONGQI LIANG,33,Speed,Male,1
1048,YURONG DUAN,33,Speed,Male,1
1049,JOSH LEVIN,31.32,Speed,Male,1
1050,TRISTEN GOSSELIN,31,Speed,Male,1
1051,EHSAN ASRAR,29,Speed,Male,1
1052,FRANCIS BILODEAU,28.8,Speed,Male,1
1053,TONNY MAMIRI,28,Speed,Male,1
1054,GUANGDONG LI,28,Speed,Male,1
1055,YAROSLAV GONTARYK,28,Speed,Male,1
1056,CHI-FUNG AU,26.85,Speed,Male,1
1057,DAVID FIRNENBURG,26.45,Speed,Male,1
1058,HYUNJAE KIM,26,Speed,Male,1
1059,ERIK NOYA CARDONA,26,Speed,Male,1
1060,MANUEL CORNU,25.9,Speed,Male,1
1061,JAVIER CANO BLAZQUEZ,25.25,Speed,Male,1
1062,DICHONG HUANG,22.95,Speed,Male,1
1063,ALESSANDRO CINGARI,22.65,Speed,Male,1
1064,MATTHIAS ERBER,21.35,Speed,Male,1
1065,TOMOA NARASAKI,20.95,Speed,Male,1
1066,LINUS BADER,20.85,Speed,Male,1
1067,ANTON POLIAKOV,20,Speed,Male,1
1068,KOKORO FUJII,19.45,Speed,Male,1
1069,YUFEI PAN,19.35,Speed,Male,1
1070,ISAAC ESTEVEZ,19,Speed,Male,1
1071,ZAENAL ARIPIN,19,Speed,Male,1
1072,AARON DI LALLO,18,Speed,Male,1
1073,JOE GOODACRE,17.8,Speed,Male,1
1074,ALIMZHAN MYRZABEKOV,17.55,Speed,Male,1
1075,MILAD ALIPOUR SHENAZANDIFAR,17,Speed,Male,1
1076,JORDAN ROMIG,16.9,Speed,Male,1
1077,ETHAN PITCHER,16,Speed,Male,1
1078,GUANGFENG LI,16,Speed,Male,1
1079,MAGNUS EINARSSON,16,Speed,Male,1
1080,SYABBUDDIN SYABBUDDIN,16,Speed,Male,1
1081,LIANG ZHANG,16,Speed,Male,1
1082,KANAT EGIZBAYEV,15,Speed,Male,1
1083,RUSLAN FAIZULLIN,15,Speed,Male,1
1084,YOSHIYUKI OGATA,14.2,Speed,Male,1
1085,DANZENG CHILIE,14,Speed,Male,1
1086,JAKE FORSYTH,14,Speed,Male,1
1087,JEKYOUNG HYUN,14,Speed,Male,1
1088,MAXIMILLIAN MILNE,14,Speed,Male,1
1089,MINHUI WANG,14,Speed,Male,1
1090,IGOR TYAPKIN,13,Speed,Male,1
1091,GABRIELE RANDI,12.8,Speed,Male,1
1092,COLIN DUFFY,12.65,Speed,Male,1
1093,ARTYOM DEVYATERIKOV,12.5,Speed,Male,1
1094,ALEXEY MOLCHANOV,12.25,Speed,Male,1
1095,SHUO XU,12,Speed,Male,1
1096,JOSEPH CZUBKOWSKI,12,Speed,Male,1
1097,KIEFER VAN DEN BOSCH,12,Speed,Male,1
1098,CHEUNG-CHI SHOJI CHAN,11.85,Speed,Male,1
1099,SEUNGWOON CHO,11.8,Speed,Male,1
1100,LEONARDO SANDRIN,11.35,Speed,Male,1
1101,JAKOB SCHUBERT,10.7,Speed,Male,1
1102,STEFAN FELLNER,10,Speed,Male,1
1103,NAOTO HAKAMADA,10,Speed,Male,1
1104,JACOPO STEFANI,9.85,Speed,Male,1
1105,ORRIN COLEY,9.5,Speed,Male,1
1106,ALEXANDER AVERDUNK,9.5,Speed,Male,1
1107,CHRISTOPHER COSSER,9,Speed,Male,1
1108,RYAN YEO XU HONG,9,Speed,Male,1
1109,IHOR TIAPKIN,8.75,Speed,Male,1
1110,ELAN JONASMCRAE,8.5,Speed,Male,1
1111,EHSAN DELFANIYAN,8,Speed,Male,1
1112,DARREN SKOLNIK,8,Speed,Male,1
1113,WILLIAM RIDAL,8,Speed,Male,1
1114,MICHAEL PICCOLRUAZ,7.35,Speed,Male,1
1115,QUINN O'FRANCIA,7,Speed,Male,1
1116,PAOLO MARTIGNENE,7,Speed,Male,1
1117,PAUL EMMANUEL RYAN,7,Speed,Male,1
1118,JOSUE MANOSALVAS,7,Speed,Male,1
1119,THOMAS MATTHEWS,7,Speed,Male,1
1120,TAGIR IZMAILOV,7,Speed,Male,1
1121,TOBIAS PLANGGER,6.9,Speed,Male,1
1122,JUAN MARTIN PEÑA,6.5,Speed,Male,1
1123,HAIBIN QU,6,Speed,Male,1
1124,AIDAN ROBERTS,6,Speed,Male,1
1125,LUKE MUEHRING,6,Speed,Male,1
1126,NICOLAS COLLIN,5.75,Speed,Male,1
1127,LUKE RODLEY,5.5,Speed,Male,1
1128,THOMAS PITZEL,5.5,Speed,Male,1
1129,NATHANIEL COLEMAN,5.2,Speed,Male,1
1130,ANDREY YURIN,5,Speed,Male,1
1131,DAEHYEON KWON,5,Speed,Male,1
1132,PAOLO RIVADENEIRA,5,Speed,Male,1
1133,VLADISLAV TERLEEV,5,Speed,Male,1
1134,AIDEN DUNNE,5,Speed,Male,1
1135,ALEXEY PANFILOV,5,Speed,Male,1
1136,SERGIO PASTOR MARTÍNEZ,4.75,Speed,Male,1
1137,DANNY VALENCIA,4.65,Speed,Male,1
1138,NICKOLAIE RIVADENEIRA,4.32,Speed,Male,1
1139,OLEKSANDR PAVLENKO,4.25,Speed,Male,1
1140,SAMUEL OAKES,4,Speed,Male,1
1141,JONGSEOK SON,4,Speed,Male,1
1142,DAVIDE BUOSO,4,Speed,Male,1
1143,YERZHAN BEISEMBAYEV,3.85,Speed,Male,1
1144,SASCHA LEHMANN,3.82,Speed,Male,1
1145,XUEBAN YANG,3.65,Speed,Male,1
1146,KEITA DOHI,3.22,Speed,Male,1
1147,KAI HARADA,3.2,Speed,Male,1
1148,HANWOOL KIM,3.2,Speed,Male,1
1149,DENIS KARPIKOV,3,Speed,Male,1
1150,DAVID BARRANS,3,Speed,Male,1
1151,MACIEJ STYLA,3,Speed,Male,1
1152,PORYA KARIM POUR,3,Speed,Male,1
1153,MEICHI NARASAKI,3,Speed,Male,1
1154,AIDAN DOYLE,2.8,Speed,Male,1
1155,WILLIAM BOSI,2.15,Speed,Male,1
1156,PETER DAWSON,2,Speed,Male,1
1157,LEANDER CARMANNS,2,Speed,Male,1
1158,NYAMBAYAR LKHAGVABAZAR,2,Speed,Male,1
1159,SHUANGXI MO,1.95,Speed,Male,1
1160,ALMAZ NAGAEV,1.95,Speed,Male,1
1161,JONATAN FLOR VAZQUEZ,1.9,Speed,Male,1
1162,SUNGBO SEO,1.85,Speed,Male,1
1163,ALISHER MURAT,1.75,Speed,Male,1
1164,LOÏC TIMMERMANS,1.75,Speed,Male,1
1165,FEDIR SAMOILOV,1.65,Speed,Male,1
1166,PETR BURIAN,1.65,Speed,Male,1
1167,SERGIO VERDASCO URIZAL,1.45,Speed,Male,1
1168,HANNES PUMAN,1.35,Speed,Male,1
1169,SAM AVEZOU,1.35,Speed,Male,1
1170,HONGIL KIM,1.2,Speed,Male,1
1171,CHRISTOPH HANKE,1.2,Speed,Male,1
1172,HAJIME TAKEDA,1,Speed,Male,1
1173,CADEN REEDY,1,Speed,Male,1
1174,ENKHBAATAR DORJSUREN,1,Speed,Male,1
1175,MATEUSZ ZAREMBA,1,Speed,Male,1
1176,DAVID PICCOLRUAZ,0.95,Speed,Male,1
1177,MAKSIM DIACHKOV,0.95,Speed,Male,1
1178,ZAHEER AHMAD,0.95,Speed,Male,1
1179,AHMED TOURE,0.95,Speed,Male,1
1180,EDUARD DAUKAEV,0.95,Speed,Male,1
1181,ALBERTO GINÉS LÓPEZ,0.95,Speed,Male,1
1182,SAJID ASLAM,0.9,Speed,Male,1
1183,MAX RUDIGIER,0.9,Speed,Male,1
1184,MAREK WOJCIK,0.9,Speed,Male,1
1185,IHOR ROBOTA,0.9,Speed,Male,1
1186,YANNICK FLOHÉ,0.9,Speed,Male,1
1187,YUXU LI,0.85,Speed,Male,1
1188,MARCELLO BOMBARDI,0.85,Speed,Male,1
1189,KAI LIGHTNER,0.85,Speed,Male,1
1190,MOHAMMAD REZA EHTESHAM NIA,0.85,Speed,Male,1
1191,JONGWON CHON,0.85,Speed,Male,1
1192,RUBEN FIRNENBURG,0.8,Speed,Male,1
1193,GALO HERNANDEZ,0.8,Speed,Male,1
1194,KA-CHUN YAU,0.8,Speed,Male,1
1195,DEMYAN ZAYTSEV,0.8,Speed,Male,1
1196,MUNEKAZU KITAMI,0.75,Speed,Male,1
1197,KEITA WATABE,0.75,Speed,Male,1
1198,MILOSZ BUJAK,0.75,Speed,Male,1
1199,BEKNUR ALTYNBEKOV,0.75,Speed,Male,1
1200,TOMMASO PASQUA,0.75,Speed,Male,1
1201,DONGHYEON KIM,0.75,Speed,Male,1
1202,PHANUPHONG BUNPRAKOP,0.7,Speed,Male,1
1203,FREDERIK VIBERG CHRISTIANSEN,0.7,Speed,Male,1
1204,DIMITRI VOGT,0.7,Speed,Male,1
1205,POL ROCA LOPEZ,0.65,Speed,Male,1
1206,FILIP SCHENK,0.65,Speed,Male,1
1207,STEFANO GHISOLFI,0.65,Speed,Male,1
1208,TOMAS CHICAIZA,0.65,Speed,Male,1
1209,IVAN FILIPIUK,0.6,Speed,Male,1
1210,HEI-YEUNG LAM,0.6,Speed,Male,1
1211,IAROSLAV PASHKOV,0.6,Speed,Male,1
1212,NIKITA DEVYATERIKOV,0.57,Speed,Male,1
1213,ARTEM HLUSHKO,0.55,Speed,Male,1
1214,DMYTRO LYSENKO,0.55,Speed,Male,1
1215,JABEE KIM,0.55,Speed,Male,1
1216,CESAR GROSSO,0.55,Speed,Male,1
1217,KEIICHIRO KORENAGA,0.55,Speed,Male,1
1218,SERGII TOPISHKO,0.52,Speed,Male,1
1219,TAY KUAN LIANG,0.5,Speed,Male,1
1220,MOHSEN SHAFIEI,0.5,Speed,Male,1
1221,RUDOLPH RUANA,0.5,Speed,Male,1
1222,RAMEL RAHIMKHANOV,0.5,Speed,Male,1
1223,ANOUCK JAUBERT,2440,Speed,Female,2
1224,IULIIA KAPLINA,2076,Speed,Female,2
1225,ANNA TSYGANOVA,1414,Speed,Female,2
1226,MARIIA KRASAVINA,1346,Speed,Female,2
1227,ANNA BROZEK,1105,Speed,Female,2
1228,AURELIA SARISSON,991.8,Speed,Female,2
1229,ALEKSANDRA MIROSLAW,986,Speed,Female,2
1230,ARIES SUSANTI RAHAYU,888,Speed,Female,2
1231,KLAUDIA BUCZEK,869,Speed,Female,2
1232,PATRYCJA CHUDZIAK,759.67,Speed,Female,2
1233,EDYTA ROPEK,746,Speed,Female,2
1234,YILING SONG,727,Speed,Female,2
1235,ALLA MARENYCH,717.5,Speed,Female,2
1236,ELENA TIMOFEEVA,704.3,Speed,Female,2
1237,VICTOIRE ANDRIER,659,Speed,Female,2
1238,ELIZAVETA IVANOVA,571.9,Speed,Female,2
1239,CUILIAN HE,446,Speed,Female,2
1240,ELENA REMIZOVA,417.85,Speed,Female,2
1241,MINGWEI NI,400,Speed,Female,2
1242,NINA LACH,385.1,Speed,Female,2
1243,ALEXANDRA ELMER,375.95,Speed,Female,2
1244,ANDREA ROJAS,361,Speed,Female,2
1245,DI NIU,356,Speed,Female,2
1246,ELMA FLEURET,331.5,Speed,Female,2
1247,ALEKSANDRA KALUCKA,331,Speed,Female,2
1248,NATALIA KALUCKA,304,Speed,Female,2
1249,PUJI LESTARI,296,Speed,Female,2
1250,ELISABETTA DALLA BRIDA,274,Speed,Female,2
1251,SVETLANA MOTOVILOVA,272,Speed,Female,2
1252,SARI AGUSTINA,239,Speed,Female,2
1253,EKATERINA BARASHCHUK,230,Speed,Female,2
1254,RAJIAH SALLSABILLAH,228.5,Speed,Female,2
1255,MONIKA PROKOPIUK-KAWECKA,206,Speed,Female,2
1256,NURUL IQAMAH,198.5,Speed,Female,2
1257,DARIA KAN,180,Speed,Female,2
1258,CAPUCINE VIGLIONE,173,Speed,Female,2
1259,SANTI WELLYANTI,158,Speed,Female,2
1260,PEIYANG TIAN,156,Speed,Female,2
1261,TETIANA KOLKOTINA,138.95,Speed,Female,2
1262,EMMA HUNT,137,Speed,Female,2
1263,ASSEL MARLENOVA,132.8,Speed,Female,2
1264,SILVIA PORTA,124,Speed,Female,2
1265,MIHO NONAKA,122,Speed,Female,2
1266,TAMARA ULZHABAYEVA,113,Speed,Female,2
1267,ZHUOMA PUBU,113,Speed,Female,2
1268,FARNAZ ESMAEILZADEH,100.7,Speed,Female,2
1269,SYAFIIYAH DHORIFATUS,94,Speed,Female,2
1270,PURNAMASARI ITA TRIANA,89,Speed,Female,2
1271,STEFANIE PICHLER,86.5,Speed,Female,2
1272,KSENIIA PETROVA,84.75,Speed,Female,2
1273,HAIMEI QIU,84,Speed,Female,2
1274,LIJUAN DENG,75.85,Speed,Female,2
1275,JANJA GARNBRET,66.1,Speed,Female,2
1276,ELENA KRASOVSKAIA,63.9,Speed,Female,2
1277,ERICA MEISTER,61,Speed,Female,2
1278,GIORGIA RANDI,57,Speed,Female,2
1279,DESAK MADE RITA KUSUMA DEWI,55,Speed,Female,2
1280,LAURA STÖCKLER,54.65,Speed,Female,2
1281,YUZHEN BAIMA,48,Speed,Female,2
1282,ALEXANDRA ZHIZNEVSKAYA,48,Speed,Female,2
1283,CALLIE CLOSE,48,Speed,Female,2
1284,FRANZISKA RITTER,47,Speed,Female,2
1285,FITRIYANI FITRIYANI,47,Speed,Female,2
1286,YULIYA LEVOCHKINA,47,Speed,Female,2
1287,KYRA CONDIE,46.65,Speed,Female,2
1288,IULIIA PANTELEEVA,46.2,Speed,Female,2
1289,ANNA CALANCA,43,Speed,Female,2
1290,GUIZHEN XIE,42,Speed,Female,2
1291,LAMU RENQING,40.15,Speed,Female,2
1292,GIULIA RANDI,40,Speed,Female,2
1293,AKIYO NOGUCHI,39.6,Speed,Female,2
1294,FRANCESCA VASI,38.6,Speed,Female,2
1295,ALANNAH YIP,38.35,Speed,Female,2
1296,WANGMU RENZENG,38,Speed,Female,2
1297,HUNG YING LEE,36.45,Speed,Female,2
1298,AZAM KARAMI,34.9,Speed,Female,2
1299,SOL SA,34.65,Speed,Female,2
1300,ALISON STEWART-PATTERSON,33,Speed,Female,2
1301,BROOKE RABOUTOU,32.65,Speed,Female,2
1302,ANASTASIIA GOLIKOVA,32,Speed,Female,2
1303,POLINA AKSENOVA,32,Speed,Female,2
1304,YANA LUGOVENKO,31,Speed,Female,2
1305,MARTINA ZANETTI,31,Speed,Female,2
1306,PIPER KELLY,31,Speed,Female,2
1307,PETRA KLINGLER,29.4,Speed,Female,2
1308,FUTABA ITO,29.05,Speed,Female,2
1309,XUHUA PAN,28,Speed,Female,2
1310,LIRONG YAN,28,Speed,Female,2
1311,MANON LEBON,28,Speed,Female,2
1312,RONG JIANG,27.65,Speed,Female,2
1313,POLINA KULAGINA,26.67,Speed,Female,2
1314,ALINA GAIDAMAKINA,26,Speed,Female,2
1315,ANDREA KÜMIN,26,Speed,Female,2
1316,RENZENG ZHUOMA,26,Speed,Female,2
1317,SVETLANA SHAROVA,25,Speed,Female,2
1318,GIULIA FOSSALI,24.95,Speed,Female,2
1319,SIDNEY TRINIDAD,24,Speed,Female,2
1320,RISA OTA,24,Speed,Female,2
1321,JAIN KIM,23.75,Speed,Female,2
1322,ELENA MOSS,22,Speed,Female,2
1323,KAMILLA KUSHAEVA,22,Speed,Female,2
1324,ALMA BESTVATER,21.8,Speed,Female,2
1325,MULYANI MUDJI,21,Speed,Female,2
1326,OCEANIA MACKENZIE,20.95,Speed,Female,2
1327,ASHIMA SHIRAISHI,20.7,Speed,Female,2
1328,"MINGXIN, JUDITH SIM",20,Speed,Female,2
1329,MAGGY DUBE-LAROCHE,20,Speed,Female,2
1330,ALEJANDRA CONTRERAS,19,Speed,Female,2
1331,CLAIRE BUHRFEIND,18,Speed,Female,2
1332,EVELYNA TROTTIER,18,Speed,Female,2
1333,SEOHYUN KIM,18,Speed,Female,2
1334,JESSICA PILZ,16.6,Speed,Female,2
1335,CHRISTY SPURRELL,16.55,Speed,Female,2
1336,DINARA FAKHRITDINOVA,16,Speed,Female,2
1337,JULIA CHANOURDIE,15.45,Speed,Female,2
1338,MIWA OBA,15,Speed,Female,2
1339,FARINA HANDAYANI,15,Speed,Female,2
1340,JULIA DUFFY,14.65,Speed,Female,2
1341,CHARLOTTE DURIF,13.85,Speed,Female,2
1342,ISABEL GIFFORD,13.4,Speed,Female,2
1343,SIENNA KOPF,12.5,Speed,Female,2
1344,PHILIPPA WATKIN,12,Speed,Female,2
1345,LAURA ROGORA,11.1,Speed,Female,2
1346,JENNIFER DE LA TORRE,10.75,Speed,Female,2
1347,SAEDASOM JUNG,9,Speed,Female,2
1348,JENNIFER WOOD,9,Speed,Female,2
1349,ERIN STERKENBURG,9,Speed,Female,2
1350,LAURA LAMMER,9,Speed,Female,2
1351,JULIA KOCH,8,Speed,Female,2
1352,KITTY MORRISON,8,Speed,Female,2
1353,SANDRA LETTNER,7.75,Speed,Female,2
1354,MARGARYTA ZAKHAROVA,7.05,Speed,Female,2
1355,MARGAUX DESCHAMPS,7,Speed,Female,2
1356,SUNGA SON,7,Speed,Female,2
1357,JOANNA NEAME,7,Speed,Female,2
1358,MARÍA LABORDA SAGASTE,7,Speed,Female,2
1359,GABRIELLE TOURTELLOTTE,7,Speed,Female,2
1360,ELIZABETH SEPULVEDA,6.95,Speed,Female,2
1361,STASA GEJO,6.7,Speed,Female,2
1362,ANASTASIA SHYMKOVA,6,Speed,Female,2
1363,SARA MORANDINI,6,Speed,Female,2
1364,ALESSANDRA ZANETTI,5,Speed,Female,2
1365,NATALIA WOS,5,Speed,Female,2
1366,FANNY GIBERT,4.7,Speed,Female,2
1367,ELNAZ REKABI,4,Speed,Female,2
1368,VALENTINA AGUADO,3,Speed,Female,2
1369,ANDREA EBNER,3,Speed,Female,2
1370,ROMANE FONTELAYE,2.95,Speed,Female,2
1371,MIU KURITA,2.77,Speed,Female,2
1372,VIKTORIIA MESHKOVA,2.7,Speed,Female,2
1373,LUIZA EMELEVA,2.55,Speed,Female,2
1374,HANA KRIZOVA,2.5,Speed,Female,2
1375,MAJA RUDKA,2,Speed,Female,2
1376,ANASTASIYA ZAICHENKO,2,Speed,Female,2
1377,MARIA GEORGIEVA,2,Speed,Female,2
1378,ANNA MARIA APEL,2,Speed,Female,2
1379,MAHYA DARABIAN,2,Speed,Female,2
1380,MIA KRAMPL,1.85,Speed,Female,2
1381,CHLOE CAULIER,1.8,Speed,Female,2
1382,NANAKO KURA,1.8,Speed,Female,2
1383,JARA SPÄTE,1.75,Speed,Female,2
1384,GIULIA MEDICI,1.7,Speed,Female,2
1385,REBECCA FRANGOS,1.6,Speed,Female,2
1386,YUETONG ZHANG,1.6,Speed,Female,2
1387,HELOÏSE DOUMONT,1.6,Speed,Female,2
1388,MARGARITA AGAMBAYEVA,1.55,Speed,Female,2
1389,SHAUNA COXSEY,1.5,Speed,Female,2
1390,NATALIA GROSSMAN,1.35,Speed,Female,2
1391,AZMIE NADIRAH,1.15,Speed,Female,2
1392,MAGGIE HAMMER,1.1,Speed,Female,2
1393,SUKMA LINTANG CAHYANI,1,Speed,Female,2
1394,ALINA RING,1,Speed,Female,2
1395,KOBRA LAKZAIIFAR,0.9,Speed,Female,2
1396,GINEVRA CASELLATO,0.9,Speed,Female,2
1397,KARINA GAREEVA,0.85,Speed,Female,2
1398,ALEX JOHNSON,0.8,Speed,Female,2
1399,LAUREL MELTON,0.8,Speed,Female,2
1400,VANESSA SI YINN TENG,0.8,Speed,Female,2
1401,MANON HILY,0.77,Speed,Female,2
1402,BABETTE ROY,0.75,Speed,Female,2
1403,MINA MARKOVIC,0.75,Speed,Female,2
1404,GRACE DIGIORGIO,0.75,Speed,Female,2
1405,YUSRI NADRAH,0.7,Speed,Female,2
1406,MAO NAKAMURA,0.7,Speed,Female,2
1407,TEYHA ROGERS,0.7,Speed,Female,2
1408,LUCKA RAKOVEC,0.7,Speed,Female,2
1409,EMILY GONZALEZ,0.65,Speed,Female,2
1410,NARADA DISYABUT,0.65,Speed,Female,2
1411,STEFANIE ANN LOW SU YING,0.6,Speed,Female,2
1412,GIORGIA TESIO,0.6,Speed,Female,2
1413,SARAH TETZLAFF,0.6,Speed,Female,2
1414,IEVGENIIA KAZBEKOVA,0.55,Speed,Female,2
1415,RUT CASAS MUR,0.55,Speed,Female,2
1416,MEI KOTAKE,0.55,Speed,Female,2
1417,LAUREN BAIR,0.5,Speed,Female,2
1418,ALISSON VIZUETE,0.5,Speed,Female,2
1419,DENISA MERCOVA,0.5,Speed,Female,2
1420,CHAEHYUN SEO,0.5,Speed,Female,2
